,Area,Study Year,Level,Mode,Country,Academic Year,Female,Male,Not known,Other,Total
22343,Social sciences,Other years,Postgraduate (research),Part-time,Wales,2020/21,50.0,30.0,0.0,0.0,80.0
22344,Social sciences,Other years,Postgraduate (taught),All,All,2017/18,8240.0,3750.0,,10.0,11995.0
22345,Social sciences,Other years,Postgraduate (taught),All,All,2018/19,8965.0,3820.0,,25.0,12805.0
22346,Social sciences,Other years,Postgraduate (taught),All,All,2019/20,8825.0,3755.0,,20.0,12600.0
22347,Social sciences,Other years,Postgraduate (taught),All,All,2020/21,11035.0,4600.0,0.0,40.0,15670.0
22348,Social sciences,Other years,Postgraduate (taught),All,England,2017/18,7140.0,3325.0,,5.0,10475.0
22349,Social sciences,Other years,Postgraduate (taught),All,England,2018/19,7795.0,3390.0,,20.0,11205.0
22350,Social sciences,Other years,Postgraduate (taught),All,England,2019/20,7445.0,3215.0,,15.0,10675.0
22351,Social sciences,Other years,Postgraduate (taught),All,England,2020/21,9125.0,3890.0,0.0,30.0,13050.0
22352,Social sciences,Other years,Postgraduate (taught),All,Northern Ireland,2017/18,185.0,75.0,,0.0,260.0
22353,Social sciences,Other years,Postgraduate (taught),All,Northern Ireland,2018/19,175.0,75.0,,0.0,250.0
22354,Social sciences,Other years,Postgraduate (taught),All,Northern Ireland,2019/20,170.0,60.0,,0.0,235.0
22355,Social sciences,Other years,Postgraduate (taught),All,Northern Ireland,2020/21,255.0,85.0,0.0,0.0,340.0
22356,Social sciences,Other years,Postgraduate (taught),All,Scotland,2017/18,575.0,210.0,,0.0,785.0
22357,Social sciences,Other years,Postgraduate (taught),All,Scotland,2018/19,615.0,215.0,,0.0,830.0
22358,Social sciences,Other years,Postgraduate (taught),All,Scotland,2019/20,635.0,290.0,,0.0,930.0
22359,Social sciences,Other years,Postgraduate (taught),All,Scotland,2020/21,910.0,375.0,0.0,5.0,1290.0
22360,Social sciences,Other years,Postgraduate (taught),All,Wales,2017/18,340.0,135.0,,0.0,480.0
22361,Social sciences,Other years,Postgraduate (taught),All,Wales,2018/19,380.0,140.0,,0.0,520.0
22362,Social sciences,Other years,Postgraduate (taught),All,Wales,2019/20,570.0,190.0,,5.0,760.0
22363,Social sciences,Other years,Postgraduate (taught),All,Wales,2020/21,745.0,250.0,0.0,0.0,995.0
22364,Social sciences,Other years,Postgraduate (taught),Full-time,All,2017/18,3265.0,1475.0,,0.0,4740.0
22365,Social sciences,Other years,Postgraduate (taught),Full-time,All,2018/19,3980.0,1595.0,,10.0,5585.0
22366,Social sciences,Other years,Postgraduate (taught),Full-time,All,2019/20,3290.0,1435.0,,5.0,4725.0
22367,Social sciences,Other years,Postgraduate (taught),Full-time,All,2020/21,4635.0,1805.0,0.0,10.0,6450.0
22368,Social sciences,Other years,Postgraduate (taught),Full-time,England,2017/18,2805.0,1285.0,,0.0,4090.0
22369,Social sciences,Other years,Postgraduate (taught),Full-time,England,2018/19,3430.0,1385.0,,5.0,4820.0
22370,Social sciences,Other years,Postgraduate (taught),Full-time,England,2019/20,2715.0,1185.0,,0.0,3900.0
22371,Social sciences,Other years,Postgraduate (taught),Full-time,England,2020/21,3800.0,1460.0,0.0,5.0,5265.0
22372,Social sciences,Other years,Postgraduate (taught),Full-time,Northern Ireland,2017/18,15.0,10.0,,0.0,25.0
22373,Social sciences,Other years,Postgraduate (taught),Full-time,Northern Ireland,2018/19,10.0,20.0,,0.0,30.0
22374,Social sciences,Other years,Postgraduate (taught),Full-time,Northern Ireland,2019/20,5.0,0.0,,0.0,5.0
22375,Social sciences,Other years,Postgraduate (taught),Full-time,Northern Ireland,2020/21,15.0,10.0,0.0,0.0,20.0
22376,Social sciences,Other years,Postgraduate (taught),Full-time,Scotland,2017/18,240.0,80.0,,0.0,325.0
22377,Social sciences,Other years,Postgraduate (taught),Full-time,Scotland,2018/19,305.0,100.0,,0.0,405.0
22378,Social sciences,Other years,Postgraduate (taught),Full-time,Scotland,2019/20,315.0,150.0,,0.0,465.0
22379,Social sciences,Other years,Postgraduate (taught),Full-time,Scotland,2020/21,465.0,195.0,0.0,5.0,660.0
22380,Social sciences,Other years,Postgraduate (taught),Full-time,Wales,2017/18,205.0,100.0,,0.0,305.0
22381,Social sciences,Other years,Postgraduate (taught),Full-time,Wales,2018/19,230.0,95.0,,0.0,330.0
22382,Social sciences,Other years,Postgraduate (taught),Full-time,Wales,2019/20,255.0,100.0,,0.0,355.0
22383,Social sciences,Other years,Postgraduate (taught),Full-time,Wales,2020/21,360.0,145.0,0.0,0.0,505.0
22384,Social sciences,Other years,Postgraduate (taught),Part-time,All,2017/18,4975.0,2275.0,,5.0,7255.0
22385,Social sciences,Other years,Postgraduate (taught),Part-time,All,2018/19,4985.0,2220.0,,15.0,7220.0
22386,Social sciences,Other years,Postgraduate (taught),Part-time,All,2019/20,5535.0,2320.0,,15.0,7875.0
22387,Social sciences,Other years,Postgraduate (taught),Part-time,All,2020/21,6400.0,2795.0,0.0,30.0,9225.0
22388,Social sciences,Other years,Postgraduate (taught),Part-time,England,2017/18,4335.0,2045.0,,5.0,6385.0
22389,Social sciences,Other years,Postgraduate (taught),Part-time,England,2018/19,4360.0,2005.0,,15.0,6380.0
22390,Social sciences,Other years,Postgraduate (taught),Part-time,England,2019/20,4730.0,2030.0,,15.0,6775.0
22391,Social sciences,Other years,Postgraduate (taught),Part-time,England,2020/21,5325.0,2430.0,0.0,25.0,7785.0
22392,Social sciences,Other years,Postgraduate (taught),Part-time,Northern Ireland,2017/18,170.0,65.0,,0.0,235.0
22393,Social sciences,Other years,Postgraduate (taught),Part-time,Northern Ireland,2018/19,165.0,55.0,,0.0,220.0
22394,Social sciences,Other years,Postgraduate (taught),Part-time,Northern Ireland,2019/20,170.0,60.0,,0.0,230.0
22395,Social sciences,Other years,Postgraduate (taught),Part-time,Northern Ireland,2020/21,240.0,75.0,0.0,0.0,315.0
22396,Social sciences,Other years,Postgraduate (taught),Part-time,Scotland,2017/18,330.0,130.0,,0.0,460.0
22397,Social sciences,Other years,Postgraduate (taught),Part-time,Scotland,2018/19,310.0,120.0,,0.0,425.0
22398,Social sciences,Other years,Postgraduate (taught),Part-time,Scotland,2019/20,320.0,140.0,,0.0,465.0
22399,Social sciences,Other years,Postgraduate (taught),Part-time,Scotland,2020/21,445.0,180.0,0.0,5.0,630.0
22400,Social sciences,Other years,Postgraduate (taught),Part-time,Wales,2017/18,135.0,35.0,,0.0,170.0
22401,Social sciences,Other years,Postgraduate (taught),Part-time,Wales,2018/19,150.0,40.0,,0.0,190.0
22402,Social sciences,Other years,Postgraduate (taught),Part-time,Wales,2019/20,315.0,90.0,,0.0,405.0
22403,Social sciences,Other years,Postgraduate (taught),Part-time,Wales,2020/21,385.0,105.0,0.0,0.0,490.0
22404,Subjects allied to medicine,All,All,All,All,2017/18,227725.0,60160.0,,180.0,288065.0
22405,Subjects allied to medicine,All,All,All,All,2018/19,229895.0,60325.0,,230.0,290445.0
22406,Subjects allied to medicine,All,All,All,All,2019/20,233810.0,61435.0,,275.0,295520.0
22407,Subjects allied to medicine,All,All,All,All,2020/21,269305.0,69445.0,0.0,395.0,339150.0
22408,Subjects allied to medicine,All,All,All,England,2017/18,183605.0,49760.0,,160.0,233525.0
22409,Subjects allied to medicine,All,All,All,England,2018/19,183910.0,49890.0,,200.0,234005.0
22410,Subjects allied to medicine,All,All,All,England,2019/20,184600.0,50820.0,,235.0,235655.0
22411,Subjects allied to medicine,All,All,All,England,2020/21,214370.0,57450.0,0.0,355.0,272170.0
22412,Subjects allied to medicine,All,All,All,Northern Ireland,2017/18,7060.0,1535.0,,0.0,8595.0
22413,Subjects allied to medicine,All,All,All,Northern Ireland,2018/19,7935.0,1585.0,,0.0,9525.0
22414,Subjects allied to medicine,All,All,All,Northern Ireland,2019/20,10310.0,2210.0,,0.0,12520.0
22415,Subjects allied to medicine,All,All,All,Northern Ireland,2020/21,12715.0,2660.0,0.0,0.0,15375.0
22416,Subjects allied to medicine,All,All,All,Scotland,2017/18,25065.0,5620.0,,5.0,30690.0
22417,Subjects allied to medicine,All,All,All,Scotland,2018/19,25520.0,5635.0,,20.0,31175.0
22418,Subjects allied to medicine,All,All,All,Scotland,2019/20,26165.0,5330.0,,30.0,31525.0
22419,Subjects allied to medicine,All,All,All,Scotland,2020/21,28305.0,5925.0,0.0,25.0,34255.0
22420,Subjects allied to medicine,All,All,All,Wales,2017/18,11995.0,3245.0,,15.0,15255.0
22421,Subjects allied to medicine,All,All,All,Wales,2018/19,12530.0,3210.0,,10.0,15750.0
22422,Subjects allied to medicine,All,All,All,Wales,2019/20,12735.0,3075.0,,15.0,15825.0
22423,Subjects allied to medicine,All,All,All,Wales,2020/21,13915.0,3415.0,0.0,15.0,17345.0
22424,Subjects allied to medicine,All,All,Full-time,All,2017/18,148430.0,38635.0,,75.0,187140.0
22425,Subjects allied to medicine,All,All,Full-time,All,2018/19,151680.0,38435.0,,95.0,190210.0
22426,Subjects allied to medicine,All,All,Full-time,All,2019/20,162835.0,42200.0,,145.0,205180.0
22427,Subjects allied to medicine,All,All,Full-time,All,2020/21,185435.0,48325.0,0.0,200.0,233955.0
22428,Subjects allied to medicine,All,All,Full-time,England,2017/18,119585.0,32135.0,,65.0,151790.0
22429,Subjects allied to medicine,All,All,Full-time,England,2018/19,121410.0,31835.0,,75.0,153320.0
22430,Subjects allied to medicine,All,All,Full-time,England,2019/20,131410.0,35395.0,,125.0,166930.0
22431,Subjects allied to medicine,All,All,Full-time,England,2020/21,151075.0,40735.0,0.0,175.0,191985.0
22432,Subjects allied to medicine,All,All,Full-time,Northern Ireland,2017/18,4510.0,1035.0,,0.0,5550.0
22433,Subjects allied to medicine,All,All,Full-time,Northern Ireland,2018/19,4920.0,1020.0,,0.0,5940.0
22434,Subjects allied to medicine,All,All,Full-time,Northern Ireland,2019/20,4685.0,950.0,,0.0,5635.0
22435,Subjects allied to medicine,All,All,Full-time,Northern Ireland,2020/21,5400.0,1100.0,0.0,0.0,6500.0
22436,Subjects allied to medicine,All,All,Full-time,Scotland,2017/18,16885.0,3580.0,,5.0,20475.0
22437,Subjects allied to medicine,All,All,Full-time,Scotland,2018/19,17380.0,3620.0,,20.0,21015.0
22438,Subjects allied to medicine,All,All,Full-time,Scotland,2019/20,18490.0,3855.0,,20.0,22365.0
22439,Subjects allied to medicine,All,All,Full-time,Scotland,2020/21,19950.0,4305.0,0.0,15.0,24270.0
22440,Subjects allied to medicine,All,All,Full-time,Wales,2017/18,7445.0,1880.0,,5.0,9330.0
22441,Subjects allied to medicine,All,All,Full-time,Wales,2018/19,7965.0,1960.0,,5.0,9935.0
22442,Subjects allied to medicine,All,All,Full-time,Wales,2019/20,8245.0,2000.0,,5.0,10250.0
22443,Subjects allied to medicine,All,All,Full-time,Wales,2020/21,9015.0,2180.0,0.0,10.0,11200.0
22444,Subjects allied to medicine,All,All,Part-time,All,2017/18,79295.0,21525.0,,105.0,100925.0
22445,Subjects allied to medicine,All,All,Part-time,All,2018/19,78215.0,21890.0,,130.0,100235.0
22446,Subjects allied to medicine,All,All,Part-time,All,2019/20,70975.0,19235.0,,130.0,90345.0
22447,Subjects allied to medicine,All,All,Part-time,All,2020/21,83875.0,21120.0,0.0,200.0,105195.0
22448,Subjects allied to medicine,All,All,Part-time,England,2017/18,64020.0,17620.0,,95.0,81735.0
22449,Subjects allied to medicine,All,All,Part-time,England,2018/19,62505.0,18055.0,,125.0,80685.0
22450,Subjects allied to medicine,All,All,Part-time,England,2019/20,53185.0,15430.0,,110.0,68725.0
22451,Subjects allied to medicine,All,All,Part-time,England,2020/21,63295.0,16710.0,0.0,180.0,80190.0
22452,Subjects allied to medicine,All,All,Part-time,Northern Ireland,2017/18,2545.0,500.0,,0.0,3050.0
22453,Subjects allied to medicine,All,All,Part-time,Northern Ireland,2018/19,3015.0,570.0,,0.0,3580.0
22454,Subjects allied to medicine,All,All,Part-time,Northern Ireland,2019/20,5630.0,1255.0,,0.0,6885.0
22455,Subjects allied to medicine,All,All,Part-time,Northern Ireland,2020/21,7320.0,1555.0,0.0,0.0,8875.0
22456,Subjects allied to medicine,All,All,Part-time,Scotland,2017/18,8180.0,2040.0,,0.0,10220.0
22457,Subjects allied to medicine,All,All,Part-time,Scotland,2018/19,8140.0,2015.0,,0.0,10155.0
22458,Subjects allied to medicine,All,All,Part-time,Scotland,2019/20,7670.0,1480.0,,10.0,9160.0
22459,Subjects allied to medicine,All,All,Part-time,Scotland,2020/21,8360.0,1620.0,0.0,10.0,9990.0
22460,Subjects allied to medicine,All,All,Part-time,Wales,2017/18,4550.0,1365.0,,10.0,5925.0
22461,Subjects allied to medicine,All,All,Part-time,Wales,2018/19,4560.0,1250.0,,5.0,5815.0
22462,Subjects allied to medicine,All,All,Part-time,Wales,2019/20,4490.0,1075.0,,10.0,5575.0
22463,Subjects allied to medicine,All,All,Part-time,Wales,2020/21,4900.0,1235.0,0.0,5.0,6140.0
22464,Subjects allied to medicine,All,All postgraduate,All,All,2017/18,54845.0,18870.0,,80.0,73795.0
22465,Subjects allied to medicine,All,All postgraduate,All,All,2018/19,57145.0,19785.0,,115.0,77040.0
22466,Subjects allied to medicine,All,All postgraduate,All,All,2019/20,56890.0,18220.0,,140.0,75250.0
22467,Subjects allied to medicine,All,All postgraduate,All,All,2020/21,67850.0,21195.0,0.0,210.0,89255.0
22468,Subjects allied to medicine,All,All postgraduate,All,England,2017/18,44170.0,15455.0,,75.0,59705.0
22469,Subjects allied to medicine,All,All postgraduate,All,England,2018/19,45325.0,16045.0,,105.0,61475.0
22470,Subjects allied to medicine,All,All postgraduate,All,England,2019/20,45190.0,15055.0,,115.0,60360.0
22471,Subjects allied to medicine,All,All postgraduate,All,England,2020/21,55040.0,17565.0,0.0,185.0,72790.0
22472,Subjects allied to medicine,All,All postgraduate,All,Northern Ireland,2017/18,1710.0,390.0,,0.0,2100.0
22473,Subjects allied to medicine,All,All postgraduate,All,Northern Ireland,2018/19,2025.0,425.0,,0.0,2450.0
22474,Subjects allied to medicine,All,All postgraduate,All,Northern Ireland,2019/20,2140.0,540.0,,0.0,2685.0
22475,Subjects allied to medicine,All,All postgraduate,All,Northern Ireland,2020/21,1990.0,520.0,0.0,0.0,2510.0
22476,Subjects allied to medicine,All,All postgraduate,All,Scotland,2017/18,6440.0,2080.0,,0.0,8520.0
22477,Subjects allied to medicine,All,All postgraduate,All,Scotland,2018/19,6785.0,2250.0,,5.0,9040.0
22478,Subjects allied to medicine,All,All postgraduate,All,Scotland,2019/20,6430.0,1665.0,,15.0,8110.0
22479,Subjects allied to medicine,All,All postgraduate,All,Scotland,2020/21,7145.0,1965.0,0.0,15.0,9130.0
22480,Subjects allied to medicine,All,All postgraduate,All,Wales,2017/18,2520.0,950.0,,5.0,3475.0
22481,Subjects allied to medicine,All,All postgraduate,All,Wales,2018/19,3010.0,1060.0,,5.0,4075.0
22482,Subjects allied to medicine,All,All postgraduate,All,Wales,2019/20,3125.0,960.0,,5.0,4090.0
22483,Subjects allied to medicine,All,All postgraduate,All,Wales,2020/21,3675.0,1145.0,0.0,5.0,4825.0
22484,Subjects allied to medicine,All,All postgraduate,Full-time,All,2017/18,15890.0,6380.0,,35.0,22305.0
22485,Subjects allied to medicine,All,All postgraduate,Full-time,All,2018/19,16365.0,6595.0,,45.0,23000.0
22486,Subjects allied to medicine,All,All postgraduate,Full-time,All,2019/20,18510.0,6765.0,,60.0,25335.0
22487,Subjects allied to medicine,All,All postgraduate,Full-time,All,2020/21,22490.0,8280.0,0.0,75.0,30845.0
22488,Subjects allied to medicine,All,All postgraduate,Full-time,England,2017/18,12985.0,5265.0,,35.0,18280.0
22489,Subjects allied to medicine,All,All postgraduate,Full-time,England,2018/19,13145.0,5330.0,,35.0,18515.0
22490,Subjects allied to medicine,All,All postgraduate,Full-time,England,2019/20,15215.0,5625.0,,50.0,20890.0
22491,Subjects allied to medicine,All,All postgraduate,Full-time,England,2020/21,18505.0,6915.0,0.0,65.0,25485.0
22492,Subjects allied to medicine,All,All postgraduate,Full-time,Northern Ireland,2017/18,310.0,105.0,,0.0,415.0
22493,Subjects allied to medicine,All,All postgraduate,Full-time,Northern Ireland,2018/19,345.0,120.0,,0.0,465.0
22494,Subjects allied to medicine,All,All postgraduate,Full-time,Northern Ireland,2019/20,335.0,110.0,,0.0,445.0
22495,Subjects allied to medicine,All,All postgraduate,Full-time,Northern Ireland,2020/21,590.0,170.0,0.0,0.0,755.0
22496,Subjects allied to medicine,All,All postgraduate,Full-time,Scotland,2017/18,2135.0,755.0,,0.0,2890.0
22497,Subjects allied to medicine,All,All postgraduate,Full-time,Scotland,2018/19,2315.0,875.0,,5.0,3190.0
22498,Subjects allied to medicine,All,All postgraduate,Full-time,Scotland,2019/20,2285.0,755.0,,10.0,3055.0
22499,Subjects allied to medicine,All,All postgraduate,Full-time,Scotland,2020/21,2575.0,890.0,0.0,10.0,3470.0
22500,Subjects allied to medicine,All,All postgraduate,Full-time,Wales,2017/18,460.0,260.0,,5.0,720.0
22501,Subjects allied to medicine,All,All postgraduate,Full-time,Wales,2018/19,560.0,265.0,,5.0,830.0
22502,Subjects allied to medicine,All,All postgraduate,Full-time,Wales,2019/20,675.0,270.0,,0.0,945.0
22503,Subjects allied to medicine,All,All postgraduate,Full-time,Wales,2020/21,820.0,305.0,0.0,0.0,1130.0
22504,Subjects allied to medicine,All,All postgraduate,Part-time,All,2017/18,38955.0,12490.0,,45.0,51490.0
22505,Subjects allied to medicine,All,All postgraduate,Part-time,All,2018/19,40780.0,13190.0,,70.0,54040.0
22506,Subjects allied to medicine,All,All postgraduate,Part-time,All,2019/20,38375.0,11455.0,,80.0,49910.0
22507,Subjects allied to medicine,All,All postgraduate,Part-time,All,2020/21,45360.0,12920.0,0.0,135.0,58410.0
22508,Subjects allied to medicine,All,All postgraduate,Part-time,England,2017/18,31190.0,10190.0,,45.0,41425.0
22509,Subjects allied to medicine,All,All postgraduate,Part-time,England,2018/19,32180.0,10715.0,,70.0,42965.0
22510,Subjects allied to medicine,All,All postgraduate,Part-time,England,2019/20,29980.0,9425.0,,65.0,39470.0
22511,Subjects allied to medicine,All,All postgraduate,Part-time,England,2020/21,36535.0,10650.0,0.0,120.0,47305.0
22512,Subjects allied to medicine,All,All postgraduate,Part-time,Northern Ireland,2017/18,1400.0,280.0,,0.0,1685.0
22513,Subjects allied to medicine,All,All postgraduate,Part-time,Northern Ireland,2018/19,1680.0,300.0,,0.0,1985.0
22514,Subjects allied to medicine,All,All postgraduate,Part-time,Northern Ireland,2019/20,1805.0,430.0,,0.0,2235.0
